,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,helpful_numerator,helpful_denominator,unhelpful,metric,classification
18507,A2ZUZE7NQHKXOT,B003Z4KHJW,Tom,"[4, 25]",to all who would read this socks are not meant to be worn with sandals it looks ridiculous and no it doesnt matter what color the socks are or how hot you think you look if you are dead set on this idea then go all the way and get the long plaid shorts the black above the calf socks and lets not forget the wife beater that is obviously to small for you to complete the picture keens are awesome and if you are going to wear socks with sandals then wear the cheap knock offs,5.0,No socks with sandals.,1335916800,"05 2, 2012",4,25,21,-0.68,0
18509,A3HR9CK3VVYZ6C,B000STIXAW,Mark,"[1, 1]",yup im one of those guys dont believe all this garbage about running around barefoot no arches do not 34magically34 develop if you have flat feet you need orthotics these are the best thing you can get other then a 500 pair of customs if these solve your ff problem then perhaps custom orthotics would be a good move for you,5.0,Very Flat Feet,1373500800,"07 11, 2013",1,1,0,1.0,1
18515,A1UQP7RI6YYH8R,B002SSUQFG,Negrolo,"[0, 3]",watch look great the one that i received appear to have the winding mechanism block or obstructed band feels cheap but can be upgraded easily with a leather band,1.0,good looking but...,1343001600,"07 23, 2012",0,3,3,-1.0,0
18516,A2PKT8TF0CA882,B001R4CDIU,mom of 2,"[0, 1]",i ordered these for my 7year olds churchdress shoes  they wont take the place of his sneakers but i likes these much better than any other pair of dress shoes hes ever had soft comfortable and padded sole make them easy to wear for us they ran slightly large so we ordered a size down  they broke in easily and there is not fighting over wearing them,5.0,Comfortable boat shoe,1377043200,"08 21, 2013",0,1,1,-1.0,0
18518,ACGZJB74QLDMA,B00076TR5Q,NJD,"[3, 3]",these earrings are lovely to look at they add a splash of spring colors to whatever outfit you wear from jeans to evening wear they are perfect  ive bought 2 pairs as gifts and finally bought a pair for myself i couldnt be more please i get lots of compliments on them and all the ladies at work would like to have a pair,5.0,Lovely Earrings,1208476800,"04 18, 2008",3,3,0,1.0,1
18525,A1J6MUZ6KLBBZ1,B001U2T1FM,Amazon Customer,"[0, 1]",i like the quality of this camisole  it does run a bit small so i recommend ordering a generous size  the fabric and construction are good and it is comfortable to wear  update  after a few months it still looks wonderful washes and wears well  so i ordered another in lavender this time in extra large  beautiful color the shelf bra covers well enough to wear the lighter color  and the extra large is a perfect fit 55 with long waist  definitely recommend the product but order at least one size up,4.0,"Great, runs small.",1354924800,"12 8, 2012",0,1,1,-1.0,0
18526,A3QFIUFMVNX74B,B0085XN8MG,"Lea Collins ""Lea""","[0, 1]",i adore this cami its soft comfy doesnt roll or bunch up when i wear it alone or under something else and it completely covers my hips and baby belly the color stays well during wear and repeated washings too,5.0,LOVE LOVE LOVE,1357430400,"01 6, 2013",0,1,1,-1.0,0
18534,A281YNUJLGXDXO,B0002ZJBYE,J Ponder,"[2, 2]",these were awesome earrings  very beautiful and inexpensive  totally surpassed expectations for the price  my wife loves them  if they become available again order them and match them up with the pendants  these items were perfectly matched and made for an awesome gift  i wish id ordered several of the earrings and the pendants to give as gifts,5.0,Glad I purchased... Very nice!,1325462400,"01 2, 2012",2,2,0,1.0,1
18540,A2WVFAQUUWB94K,B000KKVJU0,Dennis Comeau,"[1, 1]",they breathe well and the comfortsoft band is a really nice improvement  i like these better than boxers ive bought that cost singly more than this whole pack,5.0,Comfortable and Cheap,1278633600,"07 9, 2010",1,1,0,1.0,1
18544,A3U729W2RQEHX1,B00A6AZ4ZA,Kim Pajot,"[0, 1]",i wear a size 8 and these were so small that they created an insane muffin top  they were not flattering and seemed to be cheaply made  i returned them,1.0,too small.,1360108800,"02 6, 2013",0,1,1,-1.0,0
18545,A11QQBCJDEVW6G,B000TUE2TQ,Carolyn,"[6, 6]",this ring looks pretty in the picture but in person the stone is very light almost white and looks very cheap i would not recommend this ring,2.0,Not as pictured,1324857600,"12 26, 2011",6,6,0,1.0,1
18551,A3EGQR5HKF9MQ6,B000W4SNLW,"JosephU ""JosephU""","[1, 1]",they are small enough to take them everywhere and reliable very well constructed and convenient i highly recommend these umbrellas,5.0,Best umbrellas ever,1353456000,"11 21, 2012",1,1,0,1.0,1
18558,AJQGYMDHOCHQY,B00007GDAL,E. Webber,"[2, 2]",this wallet is absolutely perfect  it holds everything i need and keeps it all organized  as for size i would call it a medium sized wallet it wouldnt be good for a small purse,5.0,perfect,1358208000,"01 15, 2013",2,2,0,1.0,1
18560,A32OJBWV731JN6,B000Q69UT0,itsnkenge,"[1, 1]",i love this ring but i was skeptical about size considering the size of my hands i was happy at how the ring was able to adjust to the size of my thumb as it was a little small when i attempted to put it on a great buy and it looks beautiful this will definitely be my everyday ring ,5.0,Wonderful ring and resizable for my size 9 thumb.,1363046400,"03 12, 2013",1,1,0,1.0,1
18563,A3JHVPEJXSIX21,B000PCFNBY,DWorrell,"[1, 1]",great fit doesnt ride up  comfortable even in my very active job while offering much needed support control in the back for the rolls n lift in the front for the girls ,5.0,Great fit n feel,1382227200,"10 20, 2013",1,1,0,1.0,1
18567,A2UY1TCLER81EV,B00ALJGDEW,cwalls,"[0, 1]",the shirt is ok but for the price i would not order another one very very thin it should be thicker its very thin not sure but its proably a one time wear only,2.0,its really thin,1361318400,"02 20, 2013",0,1,1,-1.0,0
18568,A1A7YFVQXXN94,B000ESCDJO,K. Nichols,"[1, 1]",i put this on the day it came and havent taken it off yet  i like the looksimple and sparkles just a little due to the twist in the chain  it was just what i wanted  it looks good with an additional bracelet if wanted as it fits snug to the ankle but not too tight for me  i have trouble with sizes and this one just fits  im not sure how long it will last wearing it nonstop but so far so good,5.0,Looks great!,1317081600,"09 27, 2011",1,1,0,1.0,1
18573,A3JID1T97GAFBD,B000OBO66E,Kindle Customer,"[1, 1]",out of all the long sleeved shirts that i bought i will have to say this one if my favorite hands downthe shirt is thin like super thin but not see through at all it is the perfect shirt for summer for me i would like it if they had it in other colors then black but it is greati plan on getting more like a lot more of these shirts soon,5.0,LOVE IT!!,1371600000,"06 19, 2013",1,1,0,1.0,1
18581,ARAC3GIGZZAMB,B000Q69UT0,Chandlar,"[1, 1]",its pretty i wear it everyday but do not wear it in chlorine it will get ruined even if it is sterling silver however i do like it very much,4.0,I like it,1366588800,"04 22, 2013",1,1,0,1.0,1
18582,A2RGBZ6KYYRILS,B00A6MQEFC,Jen P,"[0, 1]",i have this watch in almost every color i can find it in on amazon and i have to say this pink is the cutest color its a nice medium pink its not a 34little girl34 pink but its not a dark pink its a perfect pink color for an adult to wear and not look silly it goes so well with hello kittys bow on the face of the watch the 6 little rhinestones add just enough bling to it to be cute without looking sillythe watch came in working  wrapped up very safely with lots of bubble wrapgrab this watch its a keeper,5.0,Very Cute!,1369699200,"05 28, 2013",0,1,1,-1.0,0
18583,A2BC0BQO0QM0VF,B006P2VUF6,maggie,"[0, 2]",was missing a few sizes but its still an awesome kit all in individual bags the tapers are marked with sizes and the plugs you can assume which goes with whichbut i would really reccomend not using the tapers once you get to the 12 inch and so oni really really reccomend the taping method once youre a bigger size and youd order bondage tape for that itll help you not tear your ears and give them time time to heal so theyll be nice and fat,4.0,Nice kit but missing some..,1357776000,"01 10, 2013",0,2,2,-1.0,0
18584,A3GI4IVP9TUME9,B0000E015O,krs,"[1, 1]",this product did keep me warm even though i am from florida and was in 22 f degrees in canada it was a little long since i am 5534 tall which made it not fit snugly it was comfortable and under warmer outerwear kept me toasty warm i would recommend it to others looking for an underlayer,4.0,Thrmasilk underlayer,1381363200,"10 10, 2013",1,1,0,1.0,1
18585,A1VH43NXS5RRPV,B00DJ242ZK,S. Baker,"[0, 1]",this top is true to size i wear a large or size 1214 in tops and it fits perfectly  it is very well made and looks stylish on  i dont like that the zipper is not covered and has big teeth but i can live with that  i havent worn the belt with it so the long drapey strips of material just flow around you like a stole or wings or something  anyway i think they are cool and make the blouse unique it takes a while to arrive and mine came stuffed in a tiny envelope so it was extremely wrinkled when i took it out but i took it to the dry cleaner and it looked fabulous when i wore it i got lots of compliments,5.0,Love this blouse!,1378857600,"09 11, 2013",0,1,1,-1.0,0
18593,A34DEH7OXLYBEQ,B0006U695E,J. Leonard,"[0, 1]",ok ill admit that i thought i was ordering the 937 stretch jeans but i mistakenly got 936s they are stiff as a board we laughed when he tried them on because he could just stand them upright and step down into them also my husbands other jeans are all a 34 waist but when he tried these on he could barely get them fastened and no he hasnt gained weight i thought perhaps they were sized wrong so got out the yard stick to check yes they are a 34 waist but they fit really tight i am returning them today and will be more careful about getting the 937str instead,1.0,Stiff as a board and too small,1396569600,"04 4, 2014",0,1,1,-1.0,0
18594,AJYWJW85WZPZL,B004U42RE4,"Rashawn Player ""Phantomizer""","[0, 1]",so i got this one after strolling through amazon because i had 10 bucks left and i wanted to get rid of it already and buy something already i came across this and i saw it and thought wow this is pretty cool looking when i looked at 34the people who bought this also bought34 i laughed so hard i saw a lot of assassin creed clothing and i thought 34wow wannabe desmonds eh34 anyway so i decided to buy the twilight blue and it came in 2 days later prime is awesome and i love itnow let me get the complaints out the way now the bag is a bit on the small size not in its physcial appearance for it covers up my entire back but the space in it is rather disappointing this is not a bag for school this is more of a bag to take to the gym or on walks and stuff like that i can only fit 3 notebooks and 2 folders in it before it gets full so that was a bit disappointing but i am just fine with carrying my binder around school now for the good it is very stylish seriously this thing looks awesome and the strap is very comfortable for it goes across my chest and to my lower sides just fine though if you are wearing a necklace and can get caught in the adjustable strap thing from time to time so be careful for that and for the price of this thing you honestly cant beat it i love it and this will be my backpack for the school year so if you are trying to be a wannabe desmond wanna take some stuff to the gym or simply wear it to school then this pack is for you cheap price for a very comfortable pack and i love it,5.0,"Stylish, Sleek, and Cool!",1380153600,"09 26, 2013",0,1,1,-1.0,0
18614,A1CI2MQZRQYJR3,B009W1HQVO,Medic440,"[0, 1]",this looks nice and fits well it is cheaply made and arrives in a plastic celophane pouch but it gets the point across no complaints,4.0,Looks good. looks better on the floor,1389225600,"01 9, 2014",0,1,1,-1.0,0
18615,A1UAA9C5PQW496,B002K6F79G,Jineen,"[0, 1]",these were not supportive at all the size was right they fit correctly but there was a huge gap in the front and they were not at all supportive nursing mothers have very sore breasts especially in the beginning these did not help at all i couldnt wear them out of the house i tried wearing them to sleep to provide support by my breats flopped out all night there is nothign to help hold htem in it is like wearing a headband around your ribcage i actually resorted to wearing them backwards so that they wouldnt be wasted do not waste your money find something of better quailtya nd support,1.0,terrible,1362960000,"03 11, 2013",0,1,1,-1.0,0
18618,A1X1I3U6WZTSEY,B000CF3LM2,"K. Martin ""HVAC""","[2, 2]",these are really comfy and dont ride up looks great under jeans and dressesetc i bought more in different colors,5.0,Comfy,1324598400,"12 23, 2011",2,2,0,1.0,1
18628,AIZY59PQTZN7Q,B000SLRAKO,Classic27,"[0, 1]",this watch was just what i was looking for bought it a while back for a great price gorgeous wears well with everything,5.0,Too cute,1374019200,"07 17, 2013",0,1,1,-1.0,0
18630,A2EZTM9WY5B5IL,B00144OA6Q,Frank J. DeFelice,"[0, 5]",i bought this for a friend who wanted to be prepared for a san francisco earthquake she wanted a light weight bag the bag has a metal frame and rollers for easy portability she told me i like the bag but if i fill it with cans of beans and tuna it will still be heavy the conclusion add weight to it and you will have a heavy bag but easy to roll,4.0,Still Heavy,1307664000,"06 10, 2011",0,5,5,-1.0,0
18647,A3SRKH5UD4OG76,B000VUMM00,"J. A. Black ""J.A. Black, English Major""","[5, 5]",i can depend on the new balance wr1123 shoes to provide stability  the narrow heel of the 1123s  holds the foot securely  the forefoot  has a roomy toe box  the broad sole aids balance and increases the efficiency of each step these shoes do not need to be broken in to be comfortable the wr1123s are worth far more than they cost,5.0,Trustworthy,1240963200,"04 29, 2009",5,5,0,1.0,1
18652,A3ND3ETKAQL8X2,B000GOVRDE,Egun,"[0, 1]",in the picture looks different to what it is but i gave it 4 stars because it is not badas for the purchase and shipping all positive,4.0,Was not as expected,1350864000,"10 22, 2012",0,1,1,-1.0,0
18654,A1C1NTE7N3T7WE,B008I57ZC0,wilson,"[0, 1]",these fit well and are well made  i have worn two pair for 6 months or so and have had no problem  lots of pockets  wallet pocket with button which i prefer over velcro  traditional waste with no elastic with adequate belt loops  overall good qualityi think the twill kingsize mens marine cargo shorts are a much better value 3995 wfree shipping vs 5500 w11 shipping both on amazon  however there are some differences  the lee has traditional belt loops and waiste  the kingsize has elastic waste with loops  the lees fall above the knees where the kingsize fall slightly below  i dont have real strong feelings in this regard so i favor the kingsize for price  i have two pair of them as well,5.0,good product,1376870400,"08 19, 2013",0,1,1,-1.0,0
18655,A1Z9JJN43A5T3W,B0082A2IKU,Diane L. Nusser,"[0, 1]",well maybeactually you would have to be a very skinny 8 year old girl with very long legsi ordered size large womenshahahabesides allany of thati dont think its possible to make such an inferior productall in all i think these pants weighed less then 4 ouncessize large wouldnt fit over one of my legs  im not obesefabric haha i dont even have a clue how they can make such cheap fabrici would never buy from this vendor ever again,1.0,"This May Fit, if you are an 8 year old girl.",1390089600,"01 19, 2014",0,1,1,-1.0,0
18657,A7MUVSM1YXXQ4,B006N1JVPK,adnan,"[0, 1]",thats the problem im not like to bye any thing from there bcd the make it for asian not foes the amaricans,3.0,its small,1386979200,"12 14, 2013",0,1,1,-1.0,0
18662,A34Y9087RC7QXL,B000UECV3U,"Sher in NO ""Sher""","[6, 7]",i bought the hermione wand and the harry potter wand for my 14 yr old and her boyfriend for christmas imagine my surprise when they opened them together and they gasped they carried them around for the rest of the day  still do there is a button that makes the light grow brighter or dimmer according to the holders whim and delight they are well made and pretty and the storage box is very nice but theyre somewhat overpriced  still worth it though,4.0,Wow!,1294963200,"01 14, 2011",6,7,1,0.7142857142857143,1
18671,A3S3Y0834M2YU5,B007C2PV4E,Sandra Cordova,"[0, 1]",bought as a baby shower gift amzon has great prices happy happy happy happy happy happy happy happy happy happy,5.0,Baby shower Gift.,1359936000,"02 4, 2013",0,1,1,-1.0,0
18672,A2LJNRQJGPKTXQ,B000UWS15Y,Sharalee Voth,"[1, 1]",bought these for my mother in law for her wedding she loves them the colour is an almost white shade of ivory and the colour tone they have is a grey ivory as opposed to a yellow ivory so if youre dress is very cream these arent a good colour they almost look silver theyre great quality with a nice short kitten heel would also look beautiful with a navy blue dress,5.0,Beautiful,1367798400,"05 6, 2013",1,1,0,1.0,1
18677,A9J5SLYXUCWO1,B0000ZE6AK,"Gwendolyn Norcross ""gardenia""","[1, 1]",these do not fit like thevanity fair perfectly yours brief 15712nor thevanity fair womens perfectly yours lace nouveau brief panty 13001with those panties being a size too big on me which i enjoy  these cotton panties were a size or two too small  after almost getting a pair on i took them off repackaged them printed out an amazon return form and immediately dropped them off at ups  all on the same day i received them  from the previous reviews i expected bloomery puffy cotton panties as from my childhood but it was not to be  i guess i will always wear nylon panties  i am very disappointed but refuse to go up to a giant size 10 or so  i gave it two stars simply because they were vanity fair but probably made in china,2.0,Size 8 Feels like Size 6,1381190400,"10 8, 2013",1,1,0,1.0,1
18700,A2L8U8RISWF7IX,B000SMCP2Q,Enndia,"[2, 3]",i was pleasantly surprised when i opened my package this pendant is far more than i expected it isnt too small or too big its the perfect size for wearing with everything and the stones are a beautiful color since garnet is my birthstone i have seen  many different shades of garnet and this one is perfect i am extremely happy with my purchase in spite of negative reviews about the chain the pendant is worth buying another chain if desiredi purchased a white gold singapore chain from amazon to wear it on and have received countless compliments on the necklace i highly recommend this pendant if you want a classy look that you can wear with anything you can dress it up or down shipping was prompt as usual with amazon prime,5.0,BEAUTIFUL PENDANT!,1348012800,"09 19, 2012",2,3,1,0.3333333333333333,1
18714,A3DLCGQ0SKUAW2,B001A3Y9PI,Brian C.,"[0, 1]",strong material and a well fitting jean i could not be happier the pants also have enough pockets to also carry every thing i need including my large phone,4.0,Just what I wanted!,1375488000,"08 3, 2013",0,1,1,-1.0,0
18735,ALPDNNJCJ22DG,B005LBD0AK,Annabelle,"[0, 1]",yeah i did not expect this to be as nice as it is but here we are  i usually wear between a size 8 or 9 and this fit very prettily  though it was tight  its not something you can wear out at all but thats not why i got it  only criticism is that the straps are suuuuuuuuper long  its not the worst thing in the world  you can just cross them in the front and the back doesnt look as ridiculous as it sounds  it just makes you look extra bound up but its still a very sexy dress,4.0,Bizarrely flattering,1369267200,"05 23, 2013",0,1,1,-1.0,0
18755,A19CIX0Q8OE1A2,B004PHNYW0,your_retail_therapist,"[0, 1]",i work at a restaurant that requires knee socks with shorts as part of our dress code these are perfect for the bar they seem to be made of quality materials they are soft and bright colored and i cant wait to see how they are received,4.0,Great purchase. Would have given 5 stars but they are a bit thick for summer wear...,1374192000,"07 19, 2013",0,1,1,-1.0,0
18764,AFYY9EPUDL6FN,B001YZEJAM,booboochicken,"[0, 1]",i am generally a fan of isotoner i bought these for my toddler who was in a wedding partythey looked adorable and she kept them on all night which should tell you just how comfy they really are  i would highly recommend,5.0,Beautiful- Great Quality,1356566400,"12 27, 2012",0,1,1,-1.0,0
18766,A216D0ARAWXADA,B007MRZD7Y,Hannah Cherry,"[0, 1]",these are pretty comfy and fit true to size the bows are kinda stiff and bulgy at first and dig in on the sides but after you wash them a few times they relax more and are more comfortable good deal for how many pairs you get and they are cute looking for plain cotton undies,3.0,comfy,1347667200,"09 15, 2012",0,1,1,-1.0,0
18782,A2OHDNM0CPAWV9,B001CHG1YY,Rachel,"[0, 1]",my son didnt like the designhe felt they were way to girlie for a mans shoe puma is a great and well made shoe and the company is responsive  picking out another style,3.0,too feminine,1395878400,"03 27, 2014",0,1,1,-1.0,0
18784,A29Y3P1WQEXMXV,B005536D7G,Jessantonia,"[1, 5]",and to get it for 40 even better as i was willing to pay full price since i was having a very hard time finding a linda carter style wonder woman costume i did not use the cape i did purchase some shimmery dancer  danskin tights since they have no lines and i was able to wear this with the comfort that i was covered enough as oppose to buying too expensive costume boots id probably never wear again i used my red ankle boots instead and being a natural dark hair brunette i thought the look was sexy and perfect im 55 125 lbs and while the sm was a bit loose i loved it i am small chested but it was easily fixed by a good bra overall i highly recommend it,5.0,Love it,1352246400,"11 7, 2012",1,5,4,-0.6,0
18785,A3T675EUJ7GCXQ,B000685PV0,Debbie E,"[0, 1]",we purchased this for my mom for christmas last year and she is still raving about it10 months later  its very thick and high quality,5.0,Fantastic!,1288656000,"11 2, 2010",0,1,1,-1.0,0
18787,A33PKV49WACFG1,B000GB1R96,Hope this helps...,"[3, 4]",this is a great valued goodlooking watch that keeps accurate time but the crystal is a bit convexshaped so it looks a bit like a magnifying glass i wouldve preferred the crystal to be flat  also beware of the band as it was impossible to adjust without scratching  denting the band at a few small spots as i was resizing it myself i resized other watches myself including another casio watch wo such trouble think its due to the large angulation of the individual links on this watch that makes it so hard  guess a jeweler w better tools should be able to resize this watch properly,3.0,great watch but hard to resize!,1330646400,"03 2, 2012",3,4,1,0.5,1
18788,A25ID6BDOXN2CS,B000NP7E9M,kevina,"[1, 1]",i bought these for my son3 pairs and they are made excellentthe fit is perfectand the length is how he likes it at kneethey are very attractive onthis was a great buythank you seller,5.0,excellent shorts!!,1368230400,"05 11, 2013",1,1,0,1.0,1
18794,A14AOTKV4MN1QY,B0002LI7AW,toni,"[1, 1]",this one fits me perfect thank you it is gorgeous also very smooth front  has the change to crisscross for my summer dresses thank you,5.0,I love this bra,1398643200,"04 28, 2014",1,1,0,1.0,1
18802,AKM710BAQWYXF,B000XBM1MQ,Joe,"[0, 1]",these are nice light and comfortable cant say anything bad about them really other than they seem a little overpriced for what you get  the sizing runs a little large so factor that into what you order,4.0,Sized larger than you would think,1369267200,"05 23, 2013",0,1,1,-1.0,0
18807,A1IHTNWPE1BFSJ,B000HBTDVY,ASHLEY,"[0, 1]",i was so glad when these finally arrived but i couldnt keep them    i dont know how folks do it but these were  impossible for me to get closed right  i bought them to go in my top piercing cartilage and they were the perfect size and so cute and dainty  i was so determined to get them in but it just wasnt happening  the rod kept going just to the outside of the earring hole never straight into it  near miss each and every time and it was so hard to see the back of my ear lol i even tried what one reviewer suggested putting them in from the back first nope  i got so frustrated and my ear was so sore by then i had had enough  if you can get these in and closed on the first try i highly commend you ,2.0,disappointed...,1393545600,"02 28, 2014",0,1,1,-1.0,0
18811,AB9ILU9SOF3SM,B000P7YR4I,Rambling Rose,"[0, 1]",first i should say that i got these for yoga rather than volleyballi sized up to a medium after reading some of the reviews but i probably could have went with my regular size small  these arent bad  they just come up really high on me above my belly button and i would prefer something that did have such a high rise  im sure the bigger size didnt help either  otherwise they are fine for use in yoga especially styles like bikram that do not involve downward dogs and vinyasas they do ride up a bit but again that is probably a sizing issue  i like the length but i would want to buy a lowrise version of these shorts,3.0,Just okay,1374624000,"07 24, 2013",0,1,1,-1.0,0
18812,A1D33H7DDMOJM9,B00061M20E,Adam Edmondson,"[0, 1]",this belt has performed without fail  its plenty long for even the largest wait sizes i am a 38 waist and had to cut off over a foot of extra material and use a lighter to melt the edges to keep from unraveling but id rather have extra material than not enough  the buckle holds strong and is fast to adjust  so far it fits all of my outdoor wear such as bdus and my craghoppers so i am pleased  cant beat the price eitherthis belt was a little stiff coming out of the packaging but after just one wear it softened up and now rolls up nicely with no bends  the more i use it the more it breaks in but still stays rigid enough to not curl up in the belt loops  great belt,5.0,Great belt,1347926400,"09 18, 2012",0,1,1,-1.0,0
18813,A5W21FCENJQ4Q,B004KV2W4M,Miss M,"[0, 1]",sent back due to how tight they fit ordered a 40  have 40 in vibrams  know that ordering a 41 would have made no difference  the fit is tight from toe to heel   and tighter across the width of your foot  there is a band that runs directly along the toe joints shown in picture but this band sits right across your toe joints  this is not stretchy and constricts everything,2.0,Returned - not at all what i wanted,1389139200,"01 8, 2014",0,1,1,-1.0,0
18823,A3LNMQSVOPQBD0,B0052N3DO0,David Rogers,"[0, 1]",great laces they are what they are 54 worked great for my boots and the brown looks great on them 1 star deducted for no amazon prime option though,4.0,Excellent Laces,1384992000,"11 21, 2013",0,1,1,-1.0,0
18832,A3378AI7WL8DDD,B007WPHJRS,"DMVMT ""Avid Reader""","[0, 1]",this gown is elegant beautiful and right for a christmas dance  for the most part it fits as it should however the top portion of the dress is a little too big and may need some alterations,4.0,DMVMT,1386201600,"12 5, 2013",0,1,1,-1.0,0
18836,A1WWULBGFR2TGQ,B000B252HI,Robert Fox,"[1, 1]",overall i am not too excited about these boots i did make sure to take care of them so they lasted longer than someone who would just throw them around after six months of use i saw that the synthetic leather was peeling around the edges and corners of stitching as i am writing this review i am about to throw them away from when i bought them back in april due to a crack in the solei used them for work and they did their job but it did take at least 3 months to break in for them to be average comfortproswater resistant water does leak in from the lacescheappossible to polishconsnot very much comfortsynthetic leatherquestionable qualitymidgrade shoe for a midgrade price nothing more if i didnt take care of them i wonder if there would have be any other problems if i were you i would save up some money and go looking elsewhere unless you need a quick boot to buy over all 3 stars for an ok product dont expect much though,3.0,"Synthetic Leather, Lasted 1 year with 3-5 day use a week.",1368835200,"05 18, 2013",1,1,0,1.0,1
18838,AN59OX193K1XK,B0006LMBJ6,"Thomas S. ""Thomas S.""","[1, 1]",the jeans fit almost perfectly  maybe slightly big but thats probably my fault as i probably lost a little weight since the last time ive bought jeans  its still a pretty good fit though and i figure it will probably shrink a little after washing  i like that its not too tight around the legs and still looks slim  im really not into dressing in skin tight pants so thats what i was most afraid of in ordering jeans off the internetoh yeah this is the first time ive ordered pants off the internetsosuccessso why the 4 stars instead of a 5  the only reason is that the jeans dont feel like jeans  they dont feel durable or rugged as im used to jeans feeling  they feel quite thin actually but hopefully they are more durable than they feel  these are probably not the jeans you want to wear with the weather getting cooler now either  im sure theyll be great on warmer days but i doubt theyll provide much protection from cold weatheri will likely still purchase at least 1 more pair in another color and since i like the sizing from levis ill probably get a couple of thicker jeans from them alsoupdate 10292013although the jeans did shrink a little as expected in the wash it is still fitting pretty well  i still liked them enough to buy another pair in another color  i purchased tumbled night and am not satisfied with this pairfirst for some reason the sizing feels different in the latest pair  the waist is smaller making it feel more like a 29 when its supposed to be a 31  the length and fit around the legs is more or less fine  the material feels a little thicker which was a small complaint on the first pair i purchased  i only mention it again because of the inconsistency and not as a complaint  the color is also not what i expected from the photos  the variations in the color are a little too uniform and make them look like striped pants  its still not a bad color but not what i was expecting  i am returning the jeans because i know it will likely shrink in the wash making the waist much more tighter than would be comfortable  i am hoping the next pair will be more satisfying,4.0,Hit and miss,1382572800,"10 24, 2013",1,1,0,1.0,1
18839,A2CH7X7IGS3HET,B000YSX9E2,Olga R. De Flores,"[0, 3]",es un color que me gusta mucho la talla es lo que esperaba lo uacutenico que me sorprendioacute es que la pieza de atraacutes estaacute hecha de dos parte no de una sola pieza como normalmente se acostumbra se ve de buena calidad espero que despueacutes de usarlo siga igual,3.0,DENTRO DE LO ESPERADO,1360800000,"02 14, 2013",0,3,3,-1.0,0
18842,A2SWGJAU35FPFS,B00E0FA2E0,L. Marchesani,"[0, 1]",though i liked the 34fur34 covering my ankles the fit is a bit short for my foot  id need the 8 129 though i predictably wear a size 8  i didnt like the feel of the sole for a slipper because it was extremely hard and unforgiving  i expected some flexibility they are very attractive looking but uncomfortable for me,3.0,Clunky sole,1384992000,"11 21, 2013",0,1,1,-1.0,0
18844,A2IQT5AFFXA1OM,B008OY60M6,troubleshootermcgavin,"[0, 1]",this shirt is super cute but the xl is absolutely not representative of an american size 18 see pics if the fabric was stretchy at all then perhaps but this fabric has no give whatsoever i feel lucky not to have massive batwings but had i this purchase would have been a disappointment as it is i can fix the slight issue with bottom snugness but be advised order a few sizes up ,5.0,Really it should be 4.5.,1401408000,"05 30, 2014",0,1,1,-1.0,0
18847,AOJDD72RO0ZV7,B007W2G7E2,"B. Mcdermit ""ctrmgr""","[0, 1]",these shoes make my feet feel wonderful they look good and take the impact of walking or running really well,5.0,Very comfortable shoe,1375488000,"08 3, 2013",0,1,1,-1.0,0
18850,A2W8D6ACZ8YEI4,B000QV1OKS,BSN student,"[2, 2]",first i have to say that this is the best bra ive owned super comfortable and supportive however the front clasp has now broken on two of the four that i owned after only a few months of use,3.0,Great bra but clasp breaks easily,1388880000,"01 5, 2014",2,2,0,1.0,1
18852,A1CLRH2XSUH35H,B00DIIWKFO,dsrtstrx37,"[0, 1]",i love the colors in this skirt and purchased 2 tops to go wit before i even received the skirt highly recommend,5.0,Great print and colors!,1389916800,"01 17, 2014",0,1,1,-1.0,0
18858,A37IRE9GZ0CZ7I,B0000B3DUK,"Aliza M. Beer ""Books & Belongings By Beverly ...","[1, 1]",ive always just stuffed my prescription goggles into whatever plastic case they arrived in but this case is so much better definitely adds to the lifespan of my goggles and i dont have to worry about the goggles getting jostled out of the case in my bag,5.0,Great case,1283040000,"08 29, 2010",1,1,0,1.0,1
18859,A34BTHG9VZOP36,B000A33R4S,RocknRollGal109,"[0, 1]",first of all if you have a short torso and small boobs than this outfit is for you this is not really made for women whose cup size is c or larger dont get me wrong its a cute outfit but again if you are big busted there is no way you can fit in the top part and its really meant for somebody who has a short torso i really dont like the way its made but otherwise its cute but just not on me when i modeled it for my friend he liked it but said that i wasnt 34comfortable in it34 i agreed and promptly regifted it to somebody else,2.0,Cute but not that cute,1383004800,"10 29, 2013",0,1,1,-1.0,0
18860,A7EU3UEWA7VS9,B000PHOGRG,William A. Randall,"[0, 1]",although hanes has a good name behind it these would constantly fall down ride down whatever you want to call it they sucked i ended up buying some champion brand and theyre wonderful even doubling up the waste band didnt work and these were brand new too,1.0,Cheap Elastic,1397692800,"04 17, 2014",0,1,1,-1.0,0
18872,A30XAVDP2ZHKJ4,B000MFGN6I,LoveFire,"[1, 1]",i like that it sparkles and shines everywhere you go makes a great addition to my collection and the price is a steal too,5.0,Dazzling!,1356912000,"12 31, 2012",1,1,0,1.0,1
18887,A16ZTH59IICX9,B00CIZVX2O,kels,"[0, 1]",the dress fits really nice sexy yet classy material is very thin shows any and every imperfection but nothing some spanx cant fix i plan on wearing for easter,5.0,Love it!,1391817600,"02 8, 2014",0,1,1,-1.0,0
